Date;Annee;Trimestre;MoisNum;MoisNom;MoisAbrege;AnneeMois;AnneeMoisTri;Jour;JourSemaine;EstJourOuvre;EstPasse
2025-03-17;2025;T1;3;mars;Mar;2025-03;202503;17;lundi;1;1
2025-03-18;2025;T1;3;mars;Mar;2025-03;202503;18;mardi;1;1
2025-03-19;2025;T1;3;mars;Mar;2025-03;202503;19;mercredi;1;1
2025-03-20;2025;T1;3;mars;Mar;2025-03;202503;20;jeudi;1;1
2025-03-21;2025;T1;3;mars;Mar;2025-03;202503;21;vendredi;1;1
2025-03-22;2025;T1;3;mars;Mar;2025-03;202503;22;samedi;0;1
2025-03-23;2025;T1;3;mars;Mar;2025-03;202503;23;dimanche;0;1
2025-03-24;2025;T1;3;mars;Mar;2025-03;202503;24;lundi;1;1
2025-03-25;2025;T1;3;mars;Mar;2025-03;202503;25;mardi;1;1
2025-03-26;2025;T1;3;mars;Mar;2025-03;202503;26;mercredi;1;1
2025-03-27;2025;T1;3;mars;Mar;2025-03;202503;27;jeudi;1;1
2025-03-28;2025;T1;3;mars;Mar;2025-03;202503;28;vendredi;1;1
2025-03-29;2025;T1;3;mars;Mar;2025-03;202503;29;samedi;0;1
2025-03-30;2025;T1;3;mars;Mar;2025-03;202503;30;dimanche;0;1
2025-03-31;2025;T1;3;mars;Mar;2025-03;202503;31;lundi;1;1
2025-04-01;2025;T2;4;avril;Avr;2025-04;202504;1;mardi;1;1
2025-04-02;2025;T2;4;avril;Avr;2025-04;202504;2;mercredi;1;1
2025-04-03;2025;T2;4;avril;Avr;2025-04;202504;3;jeudi;1;1
2025-04-04;2025;T2;4;avril;Avr;2025-04;202504;4;vendredi;1;1
2025-04-05;2025;T2;4;avril;Avr;2025-04;202504;5;samedi;0;1
2025-04-06;2025;T2;4;avril;Avr;2025-04;202504;6;dimanche;0;1
2025-04-07;2025;T2;4;avril;Avr;2025-04;202504;7;lundi;1;1
2025-04-08;2025;T2;4;avril;Avr;2025-04;202504;8;mardi;1;1
2025-04-09;2025;T2;4;avril;Avr;2025-04;202504;9;mercredi;1;1
2025-04-10;2025;T2;4;avril;Avr;2025-04;202504;10;jeudi;1;1
2025-04-11;2025;T2;4;avril;Avr;2025-04;202504;11;vendredi;1;1
2025-04-12;2025;T2;4;avril;Avr;2025-04;202504;12;samedi;0;1
2025-04-13;2025;T2;4;avril;Avr;2025-04;202504;13;dimanche;0;1
2025-04-14;2025;T2;4;avril;Avr;2025-04;202504;14;lundi;1;1
2025-04-15;2025;T2;4;avril;Avr;2025-04;202504;15;mardi;1;1
2025-04-16;2025;T2;4;avril;Avr;2025-04;202504;16;mercredi;1;1
2025-04-17;2025;T2;4;avril;Avr;2025-04;202504;17;jeudi;1;1
2025-04-18;2025;T2;4;avril;Avr;2025-04;202504;18;vendredi;1;1
2025-04-19;2025;T2;4;avril;Avr;2025-04;202504;19;samedi;0;1
2025-04-20;2025;T2;4;avril;Avr;2025-04;202504;20;dimanche;0;1
2025-04-21;2025;T2;4;avril;Avr;2025-04;202504;21;lundi;1;1
2025-04-22;2025;T2;4;avril;Avr;2025-04;202504;22;mardi;1;1
2025-04-23;2025;T2;4;avril;Avr;2025-04;202504;23;mercredi;1;1
2025-04-24;2025;T2;4;avril;Avr;2025-04;202504;24;jeudi;1;1
2025-04-25;2025;T2;4;avril;Avr;2025-04;202504;25;vendredi;1;1
2025-04-26;2025;T2;4;avril;Avr;2025-04;202504;26;samedi;0;1
2025-04-27;2025;T2;4;avril;Avr;2025-04;202504;27;dimanche;0;1
2025-04-28;2025;T2;4;avril;Avr;2025-04;202504;28;lundi;1;1
2025-04-29;2025;T2;4;avril;Avr;2025-04;202504;29;mardi;1;1
2025-04-30;2025;T2;4;avril;Avr;2025-04;202504;30;mercredi;1;1
2025-05-01;2025;T2;5;mai;Mai;2025-05;202505;1;jeudi;0;1
2025-05-02;2025;T2;5;mai;Mai;2025-05;202505;2;vendredi;1;1
2025-05-03;2025;T2;5;mai;Mai;2025-05;202505;3;samedi;0;1
2025-05-04;2025;T2;5;mai;Mai;2025-05;202505;4;dimanche;0;1
2025-05-05;2025;T2;5;mai;Mai;2025-05;202505;5;lundi;1;1
2025-05-06;2025;T2;5;mai;Mai;2025-05;202505;6;mardi;1;1
2025-05-07;2025;T2;5;mai;Mai;2025-05;202505;7;mercredi;1;1
2025-05-08;2025;T2;5;mai;Mai;2025-05;202505;8;jeudi;0;1
2025-05-09;2025;T2;5;mai;Mai;2025-05;202505;9;vendredi;1;1
2025-05-10;2025;T2;5;mai;Mai;2025-05;202505;10;samedi;0;1
2025-05-11;2025;T2;5;mai;Mai;2025-05;202505;11;dimanche;0;1
2025-05-12;2025;T2;5;mai;Mai;2025-05;202505;12;lundi;1;1
2025-05-13;2025;T2;5;mai;Mai;2025-05;202505;13;mardi;1;1
2025-05-14;2025;T2;5;mai;Mai;2025-05;202505;14;mercredi;1;1
2025-05-15;2025;T2;5;mai;Mai;2025-05;202505;15;jeudi;1;1
2025-05-16;2025;T2;5;mai;Mai;2025-05;202505;16;vendredi;1;1
2025-05-17;2025;T2;5;mai;Mai;2025-05;202505;17;samedi;0;1
2025-05-18;2025;T2;5;mai;Mai;2025-05;202505;18;dimanche;0;1
2025-05-19;2025;T2;5;mai;Mai;2025-05;202505;19;lundi;1;1
2025-05-20;2025;T2;5;mai;Mai;2025-05;202505;20;mardi;1;1
2025-05-21;2025;T2;5;mai;Mai;2025-05;202505;21;mercredi;1;1
2025-05-22;2025;T2;5;mai;Mai;2025-05;202505;22;jeudi;1;1
2025-05-23;2025;T2;5;mai;Mai;2025-05;202505;23;vendredi;1;1
2025-05-24;2025;T2;5;mai;Mai;2025-05;202505;24;samedi;0;1
2025-05-25;2025;T2;5;mai;Mai;2025-05;202505;25;dimanche;0;1
2025-05-26;2025;T2;5;mai;Mai;2025-05;202505;26;lundi;1;1
2025-05-27;2025;T2;5;mai;Mai;2025-05;202505;27;mardi;1;1
2025-05-28;2025;T2;5;mai;Mai;2025-05;202505;28;mercredi;1;1
2025-05-29;2025;T2;5;mai;Mai;2025-05;202505;29;jeudi;1;1
2025-05-30;2025;T2;5;mai;Mai;2025-05;202505;30;vendredi;1;1
2025-05-31;2025;T2;5;mai;Mai;2025-05;202505;31;samedi;0;1
2025-06-01;2025;T2;6;juin;Juin;2025-06;202506;1;dimanche;0;1
2025-06-02;2025;T2;6;juin;Juin;2025-06;202506;2;lundi;1;1
2025-06-03;2025;T2;6;juin;Juin;2025-06;202506;3;mardi;1;1
2025-06-04;2025;T2;6;juin;Juin;2025-06;202506;4;mercredi;1;1
2025-06-05;2025;T2;6;juin;Juin;2025-06;202506;5;jeudi;1;1
2025-06-06;2025;T2;6;juin;Juin;2025-06;202506;6;vendredi;1;1
2025-06-07;2025;T2;6;juin;Juin;2025-06;202506;7;samedi;0;1
2025-06-08;2025;T2;6;juin;Juin;2025-06;202506;8;dimanche;0;1
2025-06-09;2025;T2;6;juin;Juin;2025-06;202506;9;lundi;1;1
2025-06-10;2025;T2;6;juin;Juin;2025-06;202506;10;mardi;1;1
2025-06-11;2025;T2;6;juin;Juin;2025-06;202506;11;mercredi;1;1
2025-06-12;2025;T2;6;juin;Juin;2025-06;202506;12;jeudi;1;1
2025-06-13;2025;T2;6;juin;Juin;2025-06;202506;13;vendredi;1;1
2025-06-14;2025;T2;6;juin;Juin;2025-06;202506;14;samedi;0;1
2025-06-15;2025;T2;6;juin;Juin;2025-06;202506;15;dimanche;0;1
2025-06-16;2025;T2;6;juin;Juin;2025-06;202506;16;lundi;1;1
2025-06-17;2025;T2;6;juin;Juin;2025-06;202506;17;mardi;1;1
2025-06-18;2025;T2;6;juin;Juin;2025-06;202506;18;mercredi;1;1
2025-06-19;2025;T2;6;juin;Juin;2025-06;202506;19;jeudi;1;1
2025-06-20;2025;T2;6;juin;Juin;2025-06;202506;20;vendredi;1;1
2025-06-21;2025;T2;6;juin;Juin;2025-06;202506;21;samedi;0;1
2025-06-22;2025;T2;6;juin;Juin;2025-06;202506;22;dimanche;0;1
2025-06-23;2025;T2;6;juin;Juin;2025-06;202506;23;lundi;1;1
2025-06-24;2025;T2;6;juin;Juin;2025-06;202506;24;mardi;1;1
2025-06-25;2025;T2;6;juin;Juin;2025-06;202506;25;mercredi;1;1
2025-06-26;2025;T2;6;juin;Juin;2025-06;202506;26;jeudi;1;1
2025-06-27;2025;T2;6;juin;Juin;2025-06;202506;27;vendredi;1;1
2025-06-28;2025;T2;6;juin;Juin;2025-06;202506;28;samedi;0;1
2025-06-29;2025;T2;6;juin;Juin;2025-06;202506;29;dimanche;0;1
2025-06-30;2025;T2;6;juin;Juin;2025-06;202506;30;lundi;1;1
2025-07-01;2025;T3;7;juillet;Juil;2025-07;202507;1;mardi;1;1
2025-07-02;2025;T3;7;juillet;Juil;2025-07;202507;2;mercredi;1;1
2025-07-03;2025;T3;7;juillet;Juil;2025-07;202507;3;jeudi;1;1
2025-07-04;2025;T3;7;juillet;Juil;2025-07;202507;4;vendredi;1;1
2025-07-05;2025;T3;7;juillet;Juil;2025-07;202507;5;samedi;0;1
2025-07-06;2025;T3;7;juillet;Juil;2025-07;202507;6;dimanche;0;1
2025-07-07;2025;T3;7;juillet;Juil;2025-07;202507;7;lundi;1;1
2025-07-08;2025;T3;7;juillet;Juil;2025-07;202507;8;mardi;1;1
2025-07-09;2025;T3;7;juillet;Juil;2025-07;202507;9;mercredi;1;1
2025-07-10;2025;T3;7;juillet;Juil;2025-07;202507;10;jeudi;1;1
2025-07-11;2025;T3;7;juillet;Juil;2025-07;202507;11;vendredi;1;1
2025-07-12;2025;T3;7;juillet;Juil;2025-07;202507;12;samedi;0;1
2025-07-13;2025;T3;7;juillet;Juil;2025-07;202507;13;dimanche;0;1
2025-07-14;2025;T3;7;juillet;Juil;2025-07;202507;14;lundi;0;1
2025-07-15;2025;T3;7;juillet;Juil;2025-07;202507;15;mardi;1;1
2025-07-16;2025;T3;7;juillet;Juil;2025-07;202507;16;mercredi;1;1
2025-07-17;2025;T3;7;juillet;Juil;2025-07;202507;17;jeudi;1;1
2025-07-18;2025;T3;7;juillet;Juil;2025-07;202507;18;vendredi;1;1
2025-07-19;2025;T3;7;juillet;Juil;2025-07;202507;19;samedi;0;1
2025-07-20;2025;T3;7;juillet;Juil;2025-07;202507;20;dimanche;0;1
2025-07-21;2025;T3;7;juillet;Juil;2025-07;202507;21;lundi;1;1
2025-07-22;2025;T3;7;juillet;Juil;2025-07;202507;22;mardi;1;1
2025-07-23;2025;T3;7;juillet;Juil;2025-07;202507;23;mercredi;1;1
2025-07-24;2025;T3;7;juillet;Juil;2025-07;202507;24;jeudi;1;1
2025-07-25;2025;T3;7;juillet;Juil;2025-07;202507;25;vendredi;1;1
2025-07-26;2025;T3;7;juillet;Juil;2025-07;202507;26;samedi;0;1
2025-07-27;2025;T3;7;juillet;Juil;2025-07;202507;27;dimanche;0;1
2025-07-28;2025;T3;7;juillet;Juil;2025-07;202507;28;lundi;1;1
2025-07-29;2025;T3;7;juillet;Juil;2025-07;202507;29;mardi;1;1
2025-07-30;2025;T3;7;juillet;Juil;2025-07;202507;30;mercredi;1;1
2025-07-31;2025;T3;7;juillet;Juil;2025-07;202507;31;jeudi;1;1
2025-08-01;2025;T3;8;août;Août;2025-08;202508;1;vendredi;1;1
2025-08-02;2025;T3;8;août;Août;2025-08;202508;2;samedi;0;1
2025-08-03;2025;T3;8;août;Août;2025-08;202508;3;dimanche;0;1
2025-08-04;2025;T3;8;août;Août;2025-08;202508;4;lundi;1;1
2025-08-05;2025;T3;8;août;Août;2025-08;202508;5;mardi;1;1
2025-08-06;2025;T3;8;août;Août;2025-08;202508;6;mercredi;1;1
2025-08-07;2025;T3;8;août;Août;2025-08;202508;7;jeudi;1;1
2025-08-08;2025;T3;8;août;Août;2025-08;202508;8;vendredi;1;1
2025-08-09;2025;T3;8;août;Août;2025-08;202508;9;samedi;0;1
2025-08-10;2025;T3;8;août;Août;2025-08;202508;10;dimanche;0;1
2025-08-11;2025;T3;8;août;Août;2025-08;202508;11;lundi;1;1
2025-08-12;2025;T3;8;août;Août;2025-08;202508;12;mardi;1;1
2025-08-13;2025;T3;8;août;Août;2025-08;202508;13;mercredi;1;1
2025-08-14;2025;T3;8;août;Août;2025-08;202508;14;jeudi;1;1
2025-08-15;2025;T3;8;août;Août;2025-08;202508;15;vendredi;0;1
2025-08-16;2025;T3;8;août;Août;2025-08;202508;16;samedi;0;1
2025-08-17;2025;T3;8;août;Août;2025-08;202508;17;dimanche;0;1
2025-08-18;2025;T3;8;août;Août;2025-08;202508;18;lundi;1;1
2025-08-19;2025;T3;8;août;Août;2025-08;202508;19;mardi;1;1
2025-08-20;2025;T3;8;août;Août;2025-08;202508;20;mercredi;1;1
2025-08-21;2025;T3;8;août;Août;2025-08;202508;21;jeudi;1;1
2025-08-22;2025;T3;8;août;Août;2025-08;202508;22;vendredi;1;1
2025-08-23;2025;T3;8;août;Août;2025-08;202508;23;samedi;0;1
2025-08-24;2025;T3;8;août;Août;2025-08;202508;24;dimanche;0;1
2025-08-25;2025;T3;8;août;Août;2025-08;202508;25;lundi;1;1
2025-08-26;2025;T3;8;août;Août;2025-08;202508;26;mardi;1;1
2025-08-27;2025;T3;8;août;Août;2025-08;202508;27;mercredi;1;1
2025-08-28;2025;T3;8;août;Août;2025-08;202508;28;jeudi;1;1
2025-08-29;2025;T3;8;août;Août;2025-08;202508;29;vendredi;1;1
2025-08-30;2025;T3;8;août;Août;2025-08;202508;30;samedi;0;1
2025-08-31;2025;T3;8;août;Août;2025-08;202508;31;dimanche;0;1
2025-09-01;2025;T3;9;septembre;Sept;2025-09;202509;1;lundi;1;1
2025-09-02;2025;T3;9;septembre;Sept;2025-09;202509;2;mardi;1;1
2025-09-03;2025;T3;9;septembre;Sept;2025-09;202509;3;mercredi;1;1
2025-09-04;2025;T3;9;septembre;Sept;2025-09;202509;4;jeudi;1;1
2025-09-05;2025;T3;9;septembre;Sept;2025-09;202509;5;vendredi;1;1
2025-09-06;2025;T3;9;septembre;Sept;2025-09;202509;6;samedi;0;1
2025-09-07;2025;T3;9;septembre;Sept;2025-09;202509;7;dimanche;0;1
2025-09-08;2025;T3;9;septembre;Sept;2025-09;202509;8;lundi;1;1
2025-09-09;2025;T3;9;septembre;Sept;2025-09;202509;9;mardi;1;1
2025-09-10;2025;T3;9;septembre;Sept;2025-09;202509;10;mercredi;1;1
2025-09-11;2025;T3;9;septembre;Sept;2025-09;202509;11;jeudi;1;1
2025-09-12;2025;T3;9;septembre;Sept;2025-09;202509;12;vendredi;1;1
2025-09-13;2025;T3;9;septembre;Sept;2025-09;202509;13;samedi;0;1
2025-09-14;2025;T3;9;septembre;Sept;2025-09;202509;14;dimanche;0;1
2025-09-15;2025;T3;9;septembre;Sept;2025-09;202509;15;lundi;1;1
2025-09-16;2025;T3;9;septembre;Sept;2025-09;202509;16;mardi;1;1
2025-09-17;2025;T3;9;septembre;Sept;2025-09;202509;17;mercredi;1;1
2025-09-18;2025;T3;9;septembre;Sept;2025-09;202509;18;jeudi;1;1
2025-09-19;2025;T3;9;septembre;Sept;2025-09;202509;19;vendredi;1;1
2025-09-20;2025;T3;9;septembre;Sept;2025-09;202509;20;samedi;0;1
2025-09-21;2025;T3;9;septembre;Sept;2025-09;202509;21;dimanche;0;1
2025-09-22;2025;T3;9;septembre;Sept;2025-09;202509;22;lundi;1;1
2025-09-23;2025;T3;9;septembre;Sept;2025-09;202509;23;mardi;1;1
2025-09-24;2025;T3;9;septembre;Sept;2025-09;202509;24;mercredi;1;1
2025-09-25;2025;T3;9;septembre;Sept;2025-09;202509;25;jeudi;1;1
2025-09-26;2025;T3;9;septembre;Sept;2025-09;202509;26;vendredi;1;1
2025-09-27;2025;T3;9;septembre;Sept;2025-09;202509;27;samedi;0;1
2025-09-28;2025;T3;9;septembre;Sept;2025-09;202509;28;dimanche;0;1
2025-09-29;2025;T3;9;septembre;Sept;2025-09;202509;29;lundi;1;1
2025-09-30;2025;T3;9;septembre;Sept;2025-09;202509;30;mardi;1;1
2025-10-01;2025;T4;10;octobre;Oct;2025-10;202510;1;mercredi;1;1
2025-10-02;2025;T4;10;octobre;Oct;2025-10;202510;2;jeudi;1;1
2025-10-03;2025;T4;10;octobre;Oct;2025-10;202510;3;vendredi;1;1
2025-10-04;2025;T4;10;octobre;Oct;2025-10;202510;4;samedi;0;1
2025-10-05;2025;T4;10;octobre;Oct;2025-10;202510;5;dimanche;0;1
2025-10-06;2025;T4;10;octobre;Oct;2025-10;202510;6;lundi;1;1
2025-10-07;2025;T4;10;octobre;Oct;2025-10;202510;7;mardi;1;1
2025-10-08;2025;T4;10;octobre;Oct;2025-10;202510;8;mercredi;1;1
2025-10-09;2025;T4;10;octobre;Oct;2025-10;202510;9;jeudi;1;1
2025-10-10;2025;T4;10;octobre;Oct;2025-10;202510;10;vendredi;1;1
2025-10-11;2025;T4;10;octobre;Oct;2025-10;202510;11;samedi;0;1
2025-10-12;2025;T4;10;octobre;Oct;2025-10;202510;12;dimanche;0;1
2025-10-13;2025;T4;10;octobre;Oct;2025-10;202510;13;lundi;1;1
2025-10-14;2025;T4;10;octobre;Oct;2025-10;202510;14;mardi;1;1
2025-10-15;2025;T4;10;octobre;Oct;2025-10;202510;15;mercredi;1;1
2025-10-16;2025;T4;10;octobre;Oct;2025-10;202510;16;jeudi;1;1
2025-10-17;2025;T4;10;octobre;Oct;2025-10;202510;17;vendredi;1;1
2025-10-18;2025;T4;10;octobre;Oct;2025-10;202510;18;samedi;0;1
2025-10-19;2025;T4;10;octobre;Oct;2025-10;202510;19;dimanche;0;1
2025-10-20;2025;T4;10;octobre;Oct;2025-10;202510;20;lundi;1;1
2025-10-21;2025;T4;10;octobre;Oct;2025-10;202510;21;mardi;1;1
2025-10-22;2025;T4;10;octobre;Oct;2025-10;202510;22;mercredi;1;1
2025-10-23;2025;T4;10;octobre;Oct;2025-10;202510;23;jeudi;1;1
2025-10-24;2025;T4;10;octobre;Oct;2025-10;202510;24;vendredi;1;1
2025-10-25;2025;T4;10;octobre;Oct;2025-10;202510;25;samedi;0;1
2025-10-26;2025;T4;10;octobre;Oct;2025-10;202510;26;dimanche;0;1
2025-10-27;2025;T4;10;octobre;Oct;2025-10;202510;27;lundi;1;1
2025-10-28;2025;T4;10;octobre;Oct;2025-10;202510;28;mardi;1;1
2025-10-29;2025;T4;10;octobre;Oct;2025-10;202510;29;mercredi;1;1
2025-10-30;2025;T4;10;octobre;Oct;2025-10;202510;30;jeudi;1;1
2025-10-31;2025;T4;10;octobre;Oct;2025-10;202510;31;vendredi;1;1
2025-11-01;2025;T4;11;novembre;Nov;2025-11;202511;1;samedi;0;1
2025-11-02;2025;T4;11;novembre;Nov;2025-11;202511;2;dimanche;0;1
2025-11-03;2025;T4;11;novembre;Nov;2025-11;202511;3;lundi;1;1
2025-11-04;2025;T4;11;novembre;Nov;2025-11;202511;4;mardi;1;1
2025-11-05;2025;T4;11;novembre;Nov;2025-11;202511;5;mercredi;1;1
2025-11-06;2025;T4;11;novembre;Nov;2025-11;202511;6;jeudi;1;1
2025-11-07;2025;T4;11;novembre;Nov;2025-11;202511;7;vendredi;1;1
2025-11-08;2025;T4;11;novembre;Nov;2025-11;202511;8;samedi;0;1
2025-11-09;2025;T4;11;novembre;Nov;2025-11;202511;9;dimanche;0;1
2025-11-10;2025;T4;11;novembre;Nov;2025-11;202511;10;lundi;1;1
2025-11-11;2025;T4;11;novembre;Nov;2025-11;202511;11;mardi;0;1
2025-11-12;2025;T4;11;novembre;Nov;2025-11;202511;12;mercredi;1;1
2025-11-13;2025;T4;11;novembre;Nov;2025-11;202511;13;jeudi;1;1
2025-11-14;2025;T4;11;novembre;Nov;2025-11;202511;14;vendredi;1;1
2025-11-15;2025;T4;11;novembre;Nov;2025-11;202511;15;samedi;0;1
2025-11-16;2025;T4;11;novembre;Nov;2025-11;202511;16;dimanche;0;1
2025-11-17;2025;T4;11;novembre;Nov;2025-11;202511;17;lundi;1;1
2025-11-18;2025;T4;11;novembre;Nov;2025-11;202511;18;mardi;1;1
2025-11-19;2025;T4;11;novembre;Nov;2025-11;202511;19;mercredi;1;1
2025-11-20;2025;T4;11;novembre;Nov;2025-11;202511;20;jeudi;1;1
2025-11-21;2025;T4;11;novembre;Nov;2025-11;202511;21;vendredi;1;1
2025-11-22;2025;T4;11;novembre;Nov;2025-11;202511;22;samedi;0;1
2025-11-23;2025;T4;11;novembre;Nov;2025-11;202511;23;dimanche;0;1
2025-11-24;2025;T4;11;novembre;Nov;2025-11;202511;24;lundi;1;1
2025-11-25;2025;T4;11;novembre;Nov;2025-11;202511;25;mardi;1;1
2025-11-26;2025;T4;11;novembre;Nov;2025-11;202511;26;mercredi;1;1
2025-11-27;2025;T4;11;novembre;Nov;2025-11;202511;27;jeudi;1;1
2025-11-28;2025;T4;11;novembre;Nov;2025-11;202511;28;vendredi;1;1
2025-11-29;2025;T4;11;novembre;Nov;2025-11;202511;29;samedi;0;1
2025-11-30;2025;T4;11;novembre;Nov;2025-11;202511;30;dimanche;0;1
2025-12-01;2025;T4;12;décembre;Déc;2025-12;202512;1;lundi;1;1
2025-12-02;2025;T4;12;décembre;Déc;2025-12;202512;2;mardi;1;1
2025-12-03;2025;T4;12;décembre;Déc;2025-12;202512;3;mercredi;1;1
2025-12-04;2025;T4;12;décembre;Déc;2025-12;202512;4;jeudi;1;1
2025-12-05;2025;T4;12;décembre;Déc;2025-12;202512;5;vendredi;1;1
