Date;ResID;ObjetID;PortfolioID;TribuID;JH_Planifies;JH_Consommes;Cout_Consomme_EUR;Cout_Planifie_EUR
2026-08-01;RES0001;DMND0000088;PF04;T04;4,29;4,79;2603,46;2328,92
2026-08-01;RES0001;DMND0000025;PF11;T04;4,65;4,39;2386,23;2526,58
2026-09-01;RES0001;DMND0000088;PF04;T04;7,42;0,00;0,00;4031,04
2026-09-01;RES0001;DMND0000025;PF11;T04;7,26;0,00;0,00;3940,57
2026-10-01;RES0001;DMND0000088;PF04;T04;4,63;0,00;0,00;2513,80
2026-10-01;RES0001;DMND0000025;PF11;T04;4,29;0,00;0,00;2331,36
2026-11-01;RES0001;DMND0000088;PF04;T04;1,60;0,00;0,00;870,28
2026-11-01;RES0001;DMND0000025;PF11;T04;1,48;0,00;0,00;802,77
2025-11-01;RES0002;DMND0000296;PF05;T01;8,91;7,66;6577,44;7657,96
2025-12-01;RES0002;DMND0000296;PF05;T01;6,70;6,66;5717,73;5758,35
2026-01-01;RES0002;DMND0000296;PF05;T01;8,84;9,76;8379,65;7593,70
2026-02-01;RES0002;DMND0000296;PF05;T01;8,57;8,00;6868,11;7359,59
2026-03-01;RES0002;DMND0000296;PF05;T01;10,62;8,44;7251,55;9125,38
2026-04-01;RES0002;DMND0000296;PF05;T01;11,42;10,35;8887,85;9813,76
2026-05-01;RES0002;DMND0000296;PF05;T01;7,25;5,92;5088,16;6226,80
2026-06-01;RES0002;DMND0000296;PF05;T01;9,12;8,97;7703,87;7833,20
2026-07-01;RES0002;DMND0000296;PF05;T01;8,84;8,08;6941,51;7593,03
2026-08-01;RES0002;DMND0000296;PF05;T01;4,25;4,45;3826,65;3653,05
2026-09-01;RES0002;DMND0000296;PF05;T01;6,71;0,00;0,00;5761,34
2026-10-01;RES0002;DMND0000296;PF05;T01;4,42;0,00;0,00;3800,77
2025-01-01;RES0003;DMND0000394;PF13;T05;6,94;6,57;6296,48;6648,71
2025-01-01;RES0003;DMND0000193;PF06;T05;6,70;6,41;6142,78;6414,65
2025-02-01;RES0003;DMND0000394;PF13;T05;5,68;5,19;4969,16;5437,16
2025-02-01;RES0003;DMND0000193;PF06;T05;4,83;4,15;3979,67;4626,56
2025-03-01;RES0003;DMND0000394;PF13;T05;7,97;7,90;7567,09;7631,08
2025-03-01;RES0003;DMND0000193;PF06;T05;6,78;7,37;7063,05;6493,03
2025-04-01;RES0003;DMND0000394;PF13;T05;8,30;9,13;8745,04;7947,73
2025-04-01;RES0003;DMND0000193;PF06;T05;8,50;8,09;7746,12;8143,89
2025-05-01;RES0003;DMND0000394;PF13;T05;5,38;4,87;4665,28;5153,93
2025-05-01;RES0003;DMND0000193;PF06;T05;5,82;5,93;5676,88;5573,55
2025-06-01;RES0003;DMND0000394;PF13;T05;7,25;6,45;6180,64;6941,31
2025-06-01;RES0003;DMND0000193;PF06;T05;6,61;6,61;6335,71;6334,22
2025-07-01;RES0003;DMND0000394;PF13;T05;7,02;6,12;5865,51;6722,38
2025-07-01;RES0003;DMND0000193;PF06;T05;6,88;6,64;6362,62;6587,50
2025-08-01;RES0003;DMND0000394;PF13;T05;2,89;2,38;2278,58;2773,12
2025-08-01;RES0003;DMND0000193;PF06;T05;2,18;1,94;1860,35;2088,22
2025-09-01;RES0003;DMND0000394;PF13;T05;7,62;8,53;8171,68;7299,92
2025-09-01;RES0003;DMND0000193;PF06;T05;7,37;7,18;6876,40;7062,61
2025-10-01;RES0003;DMND0000394;PF13;T05;7,66;8,16;7821,74;7334,95
2025-10-01;RES0003;DMND0000193;PF06;T05;7,50;7,41;7103,25;7189,33
2025-11-01;RES0003;DMND0000394;PF13;T05;5,51;4,57;4381,34;5281,59
2025-11-01;RES0003;DMND0000193;PF06;T05;6,22;5,71;5466,32;5959,26
2025-12-01;RES0003;DMND0000394;PF13;T05;5,38;5,16;4942,97;5155,07
2025-12-01;RES0003;DMND0000193;PF06;T05;5,06;5,13;4911,39;4848,31
2026-01-01;RES0003;DMND0000394;PF13;T05;5,81;5,89;5638,91;5565,77
2026-01-01;RES0003;DMND0000193;PF06;T05;5,33;4,92;4714,31;5101,82
2026-02-01;RES0003;DMND0000394;PF13;T05;5,51;4,89;4684,22;5281,94
2026-02-01;RES0003;DMND0000193;PF06;T05;4,95;5,37;5148,65;4738,69
2026-03-01;RES0003;DMND0000394;PF13;T05;6,80;6,17;5914,18;6513,89
2026-03-01;RES0003;DMND0000193;PF06;T05;8,32;7,44;7123,33;7973,93
2026-04-01;RES0003;DMND0000394;PF13;T05;8,04;7,53;7210,20;7698,65
2026-04-01;RES0003;DMND0000193;PF06;T05;7,40;7,99;7652,73;7085,10
2026-05-01;RES0003;DMND0000394;PF13;T05;4,45;4,09;3920,65;4261,61
2026-05-01;RES0003;DMND0000193;PF06;T05;5,63;5,46;5230,55;5395,34
2026-06-01;RES0003;DMND0000394;PF13;T05;7,06;6,72;6434,78;6767,94
2026-06-01;RES0003;DMND0000193;PF06;T05;7,50;5,89;5638,57;7182,21
2026-07-01;RES0003;DMND0000394;PF13;T05;6,44;6,79;6502,72;6168,92
2026-07-01;RES0003;DMND0000193;PF06;T05;5,87;6,10;5844,42;5626,06
2026-08-01;RES0003;DMND0000394;PF13;T05;2,56;2,74;2623,35;2453,27
2026-08-01;RES0003;DMND0000193;PF06;T05;2,73;2,89;2766,14;2615,98
2026-09-01;RES0003;DMND0000394;PF13;T05;5,08;0,00;0,00;4861,94
2026-09-01;RES0003;DMND0000193;PF06;T05;5,58;0,00;0,00;5346,36
2026-10-01;RES0003;DMND0000394;PF13;T05;2,99;0,00;0,00;2862,56
2026-10-01;RES0003;DMND0000193;PF06;T05;3,54;0,00;0,00;3390,90
2026-11-01;RES0003;DMND0000394;PF13;T05;1,05;0,00;0,00;1002,96
2026-11-01;RES0003;DMND0000193;PF06;T05;0,97;0,00;0,00;928,62
2025-01-01;RES0004;PRO0000002;PF02;T02;4,71;4,45;3354,59;3553,61
2025-01-01;RES0004;DMND0000018;PF11;T02;4,93;4,94;3722,74;3715,98
2025-01-01;RES0004;DMND0000334;PF01;T02;4,75;5,10;3842,14;3580,81
2025-02-01;RES0004;PRO0000002;PF02;T02;4,81;4,95;3732,65;3629,99
2025-02-01;RES0004;DMND0000018;PF11;T02;4,42;3,74;2820,78;3334,31
2025-02-01;RES0004;DMND0000334;PF01;T02;5,05;4,20;3169,31;3807,93
2025-03-01;RES0004;PRO0000002;PF02;T02;6,25;5,22;3933,73;4713,37
2025-03-01;RES0004;DMND0000018;PF11;T02;6,06;5,96;4497,49;4568,88
2025-03-01;RES0004;DMND0000334;PF01;T02;5,64;5,04;3796,81;4256,30
2025-04-01;RES0004;PRO0000002;PF02;T02;6,59;6,80;5127,28;4971,68
2025-04-01;RES0004;DMND0000018;PF11;T02;5,76;5,69;4293,93;4344,76
2025-04-01;RES0004;DMND0000334;PF01;T02;6,45;6,77;5101,73;4860,85
2025-05-01;RES0004;PRO0000002;PF02;T02;4,57;4,57;3449,11;3449,18
2025-05-01;RES0004;DMND0000018;PF11;T02;3,98;3,56;2686,56;2999,73
2025-05-01;RES0004;DMND0000334;PF01;T02;4,21;3,44;2594,19;3173,20
2025-06-01;RES0004;PRO0000002;PF02;T02;4,74;4,59;3458,60;3573,84
2025-06-01;RES0004;DMND0000018;PF11;T02;5,85;4,83;3644,64;4411,49
2025-06-01;RES0004;DMND0000334;PF01;T02;5,85;5,10;3843,27;4410,70
2025-07-01;RES0004;PRO0000002;PF02;T02;5,83;5,13;3867,11;4396,34
2025-07-01;RES0004;DMND0000018;PF11;T02;5,97;5,51;4155,62;4500,55
2025-07-01;RES0004;DMND0000334;PF01;T02;5,25;5,65;4263,04;3960,96
2025-08-01;RES0004;PRO0000002;PF02;T02;2,37;2,55;1920,17;1786,27
2025-08-01;RES0004;DMND0000018;PF11;T02;2,34;2,22;1673,93;1766,88
2025-08-01;RES0004;DMND0000334;PF01;T02;2,16;1,82;1372,89;1625,93
2025-09-01;RES0004;PRO0000002;PF02;T02;5,68;5,20;3919,34;4284,68
2025-09-01;RES0004;DMND0000018;PF11;T02;6,05;5,33;4016,70;4562,70
2025-09-01;RES0004;DMND0000334;PF01;T02;5,36;5,14;3876,01;4038,03
2025-10-01;RES0004;PRO0000002;PF02;T02;6,90;7,20;5428,40;5200,94
2025-10-01;RES0004;DMND0000018;PF11;T02;6,26;6,51;4907,94;4721,84
2025-10-01;RES0004;DMND0000334;PF01;T02;5,61;5,16;3888,86;4230,86
2025-11-01;RES0004;PRO0000002;PF02;T02;5,22;5,14;3878,73;3935,99
2025-11-01;RES0004;DMND0000018;PF11;T02;5,39;5,73;4319,66;4067,23
2025-11-01;RES0004;DMND0000334;PF01;T02;4,16;3,66;2761,12;3134,33
2025-12-01;RES0004;PRO0000002;PF02;T02;4,45;3,54;2671,01;3352,03
2025-12-01;RES0004;DMND0000018;PF11;T02;3,92;3,70;2792,49;2954,11
2025-12-01;RES0004;DMND0000334;PF01;T02;3,89;4,29;3231,39;2934,71
2026-01-01;RES0004;PRO0000002;PF02;T02;4,70;4,93;3715,65;3541,92
2026-01-01;RES0004;DMND0000018;PF11;T02;4,38;4,43;3341,00;3301,30
2026-01-01;RES0004;DMND0000334;PF01;T02;5,64;6,28;4736,47;4250,30
2026-02-01;RES0004;PRO0000002;PF02;T02;4,06;3,73;2812,05;3063,41
2026-02-01;RES0004;DMND0000018;PF11;T02;4,96;4,10;3091,46;3743,47
2026-02-01;RES0004;DMND0000334;PF01;T02;5,04;5,27;3975,89;3798,15
2026-03-01;RES0004;PRO0000002;PF02;T02;5,84;5,01;3777,95;4402,24
2026-03-01;RES0004;DMND0000018;PF11;T02;5,53;5,36;4039,03;4169,20
2026-03-01;RES0004;DMND0000334;PF01;T02;6,78;5,79;4365,96;5108,91
2026-04-01;RES0004;PRO0000002;PF02;T02;6,14;6,06;4567,85;4631,66
2026-04-01;RES0004;DMND0000018;PF11;T02;6,21;5,81;4380,57;4681,30
2026-04-01;RES0004;DMND0000334;PF01;T02;5,66;5,73;4321,94;4264,01
2026-05-01;RES0004;PRO0000002;PF02;T02;3,64;3,02;2276,00;2744,00
2026-05-01;RES0004;DMND0000018;PF11;T02;4,05;4,13;3110,53;3051,44
2026-05-01;RES0004;DMND0000334;PF01;T02;3,99;4,21;3174,96;3009,91
2026-06-01;RES0004;PRO0000002;PF02;T02;5,79;5,16;3891,92;4367,00
2026-06-01;RES0004;DMND0000018;PF11;T02;6,09;5,40;4071,07;4594,49
2026-06-01;RES0004;DMND0000334;PF01;T02;5,01;4,63;3493,45;3776,47
2026-07-01;RES0004;PRO0000002;PF02;T02;5,06;5,01;3773,97;3814,65
2026-07-01;RES0004;DMND0000018;PF11;T02;5,54;5,84;4404,94;4178,59
2026-07-01;RES0004;DMND0000334;PF01;T02;5,33;4,72;3558,01;4019,04
2026-08-01;RES0004;PRO0000002;PF02;T02;2,56;2,82;2129,29;1930,23
2026-08-01;RES0004;DMND0000018;PF11;T02;2,59;2,39;1802,04;1951,86
2026-08-01;RES0004;DMND0000334;PF01;T02;2,25;2,24;1687,61;1698,53
2026-09-01;RES0004;PRO0000002;PF02;T02;4,45;0,00;0,00;3352,56
2026-09-01;RES0004;DMND0000018;PF11;T02;4,22;0,00;0,00;3181,38
2026-09-01;RES0004;DMND0000334;PF01;T02;4,55;0,00;0,00;3427,32
2026-10-01;RES0004;PRO0000002;PF02;T02;2,89;0,00;0,00;2175,59
2026-10-01;RES0004;DMND0000018;PF11;T02;2,58;0,00;0,00;1943,13
2026-10-01;RES0004;DMND0000334;PF01;T02;2,37;0,00;0,00;1786,93
2026-11-01;RES0004;PRO0000002;PF02;T02;0,81;0,00;0,00;608,87
2026-11-01;RES0004;DMND0000018;PF11;T02;0,78;0,00;0,00;588,04
2026-11-01;RES0004;DMND0000334;PF01;T02;0,89;0,00;0,00;673,53
2025-01-01;RES0005;DMND0000200;PF03;T06;21,60;18,75;18040,09;20783,12
2025-02-01;RES0005;DMND0000200;PF03;T06;16,73;18,17;17476,21;16091,26
2025-03-01;RES0005;DMND0000200;PF03;T06;21,95;21,54;20725,63;21112,27
2025-04-01;RES0005;DMND0000200;PF03;T06;26,75;29,50;28383,09;25738,00
2025-05-01;RES0005;DMND0000200;PF03;T06;16,58;13,64;13120,13;15947,64
2025-06-01;RES0005;DMND0000200;PF03;T06;20,25;22,51;21655,45;19480,73
2025-07-01;RES0005;DMND0000200;PF03;T06;20,75;17,27;16610,68;19957,94
2025-08-01;RES0005;DMND0000200;PF03;T06;9,11;7,14;6868,20;8767,26
2025-09-01;RES0005;DMND0000200;PF03;T06;22,50;25,12;24169,64;21645,35
2025-10-01;RES0005;DMND0000200;PF03;T06;26,92;29,97;28830,79;25900,17
2025-11-01;RES0005;DMND0000200;PF03;T06;19,17;17,91;17225,91;18443,17
2025-12-01;RES0005;DMND0000200;PF03;T06;18,31;18,09;17407,11;17617,00
2026-01-01;RES0005;DMND0000200;PF03;T06;19,84;17,96;17279,42;19085,04
2026-02-01;RES0005;DMND0000200;PF03;T06;18,09;15,67;15070,95;17407,07
2025-08-01;RES0006;DMND0000301;PF08;T06;1,85;1,84;2366,20;2378,97
2025-08-01;RES0006;DMND0000398;PF05;T06;2,07;1,72;2204,24;2657,88
2025-08-01;RES0006;DMND0000271;PF08;T06;1,92;1,85;2369,06;2461,16
2025-09-01;RES0006;DMND0000301;PF08;T06;5,46;4,88;6260,33;7007,07
2025-09-01;RES0006;DMND0000398;PF05;T06;5,85;5,83;7489,99;7505,97
2025-09-01;RES0006;DMND0000271;PF08;T06;5,67;5,03;6458,49;7282,08
2025-10-01;RES0006;DMND0000301;PF08;T06;6,20;5,98;7683,91;7965,63
2025-10-01;RES0006;DMND0000398;PF05;T06;5,32;4,87;6254,13;6836,79
2025-10-01;RES0006;DMND0000271;PF08;T06;5,37;4,96;6365,59;6891,57
2025-11-01;RES0006;DMND0000301;PF08;T06;4,90;5,04;6476,81;6293,19
2025-11-01;RES0006;DMND0000398;PF05;T06;4,27;4,33;5555,31;5485,33
2025-11-01;RES0006;DMND0000271;PF08;T06;4,29;4,62;5932,63;5506,46
2025-12-01;RES0006;DMND0000301;PF08;T06;3,52;3,29;4228,28;4521,16
2025-12-01;RES0006;DMND0000398;PF05;T06;4,36;4,21;5411,72;5601,57
2025-12-01;RES0006;DMND0000271;PF08;T06;3,45;3,78;4856,96;4429,45
2026-01-01;RES0006;DMND0000301;PF08;T06;5,06;4,92;6320,40;6496,16
2026-01-01;RES0006;DMND0000398;PF05;T06;5,07;5,26;6755,54;6505,28
2026-01-01;RES0006;DMND0000271;PF08;T06;4,40;4,58;5874,57;5654,67
2026-02-01;RES0006;DMND0000301;PF08;T06;4,91;5,44;6986,93;6309,90
2026-02-01;RES0006;DMND0000398;PF05;T06;4,74;4,43;5685,54;6092,21
2026-02-01;RES0006;DMND0000271;PF08;T06;4,34;3,54;4541,77;5573,78
2026-03-01;RES0006;DMND0000301;PF08;T06;5,85;4,79;6155,17;7517,52
2026-03-01;RES0006;DMND0000398;PF05;T06;5,82;6,39;8210,39;7475,74
2026-03-01;RES0006;DMND0000271;PF08;T06;5,87;5,00;6421,35;7542,53
2026-04-01;RES0006;DMND0000301;PF08;T06;5,83;6,35;8147,34;7488,28
2026-04-01;RES0006;DMND0000398;PF05;T06;5,70;6,13;7865,15;7324,99
2026-04-01;RES0006;DMND0000271;PF08;T06;5,40;4,66;5983,83;6938,98
2026-05-01;RES0006;DMND0000301;PF08;T06;3,94;3,48;4464,28;5052,74
2026-05-01;RES0006;DMND0000398;PF05;T06;3,49;3,85;4942,57;4486,19
2026-05-01;RES0006;DMND0000271;PF08;T06;3,47;3,02;3878,52;4460,33
2026-06-01;RES0006;DMND0000301;PF08;T06;6,10;6,77;8693,19;7834,35
2026-06-01;RES0006;DMND0000398;PF05;T06;4,72;4,13;5306,88;6061,36
2026-06-01;RES0006;DMND0000271;PF08;T06;5,92;6,08;7810,23;7602,98
2026-07-01;RES0006;DMND0000301;PF08;T06;4,73;4,64;5963,42;6075,11
2026-07-01;RES0006;DMND0000398;PF05;T06;4,78;3,82;4906,85;6133,24
2026-07-01;RES0006;DMND0000271;PF08;T06;5,44;6,03;7746,55;6984,50
2026-08-01;RES0006;DMND0000301;PF08;T06;2,29;2,32;2983,24;2945,15
2026-08-01;RES0006;DMND0000398;PF05;T06;2,03;2,17;2788,75;2607,74
2026-08-01;RES0006;DMND0000271;PF08;T06;2,20;2,28;2931,19;2827,37
2026-09-01;RES0006;DMND0000301;PF08;T06;4,32;0,00;0,00;5551,21
2026-09-01;RES0006;DMND0000398;PF05;T06;3,66;0,00;0,00;4702,54
2026-09-01;RES0006;DMND0000271;PF08;T06;3,68;0,00;0,00;4725,04
2026-10-01;RES0006;DMND0000301;PF08;T06;2,17;0,00;0,00;2782,13
2026-10-01;RES0006;DMND0000398;PF05;T06;2,14;0,00;0,00;2743,26
2026-10-01;RES0006;DMND0000271;PF08;T06;2,64;0,00;0,00;3395,38
2026-11-01;RES0006;DMND0000301;PF08;T06;0,83;0,00;0,00;1059,72
2026-11-01;RES0006;DMND0000398;PF05;T06;0,87;0,00;0,00;1112,03
2026-11-01;RES0006;DMND0000271;PF08;T06;0,67;0,00;0,00;866,24
2025-11-01;RES0007;DMND0000156;PF05;T04;16,51;14,50;10964,19;12478,66
2025-12-01;RES0007;DMND0000156;PF05;T04;15,55;14,44;10912,96;11755,39
2026-01-01;RES0007;DMND0000156;PF05;T04;17,40;14,30;10808,63;13154,75
2026-02-01;RES0007;DMND0000156;PF05;T04;15,04;16,28;12305,14;11373,31
2026-03-01;RES0007;DMND0000156;PF05;T04;20,43;17,87;13513,44;15444,93
2026-04-01;RES0007;DMND0000156;PF05;T04;21,33;17,19;12992,52;16125,65
2026-05-01;RES0007;DMND0000156;PF05;T04;12,65;14,14;10689,73;9561,37
2026-06-01;RES0007;DMND0000156;PF05;T04;19,42;15,48;11704,45;14678,85
2026-07-01;RES0007;DMND0000156;PF05;T04;16,54;14,92;11277,60;12502,08
2026-08-01;RES0007;DMND0000156;PF05;T04;7,44;6,31;4768,97;5625,23
2026-09-01;RES0007;DMND0000156;PF05;T04;14,50;0,00;0,00;10959,35
2026-10-01;RES0007;DMND0000156;PF05;T04;7,49;0,00;0,00;5658,90
2026-11-01;RES0007;DMND0000156;PF05;T04;2,36;0,00;0,00;1785,42
2025-01-01;RES0008;DMND0000267;PF10;T02;3,77;3,53;2891,04;3092,25
2025-01-01;RES0008;DMND0000379;PF17;T02;3,58;3,76;3085,11;2938,74
2025-01-01;RES0008;DMND0000279;PF16;T02;4,23;4,06;3332,58;3466,66
2025-02-01;RES0008;DMND0000267;PF10;T02;3,42;2,71;2224,02;2802,71
2025-02-01;RES0008;DMND0000379;PF17;T02;3,72;2,95;2415,55;3048,17
2025-02-01;RES0008;DMND0000279;PF16;T02;3,63;3,94;3229,81;2973,21
2025-03-01;RES0008;DMND0000267;PF10;T02;5,13;5,23;4290,79;4207,68
2025-03-01;RES0008;DMND0000379;PF17;T02;4,06;4,49;3682,28;3325,64
2025-03-01;RES0008;DMND0000279;PF16;T02;5,25;4,90;4020,32;4303,76
2025-04-01;RES0008;DMND0000267;PF10;T02;4,73;5,07;4154,18;3874,52
2025-04-01;RES0008;DMND0000379;PF17;T02;4,63;4,55;3729,91;3795,95
2025-04-01;RES0008;DMND0000279;PF16;T02;4,34;3,95;3239,56;3557,06
2025-05-01;RES0008;DMND0000267;PF10;T02;3,99;3,29;2694,84;3275,39
2025-05-01;RES0008;DMND0000379;PF17;T02;3,81;3,45;2828,02;3120,86
2025-05-01;RES0008;DMND0000279;PF16;T02;3,19;3,45;2829,94;2618,20
2025-06-01;RES0008;DMND0000267;PF10;T02;4,86;5,09;4176,83;3982,27
2025-06-01;RES0008;DMND0000379;PF17;T02;3,99;4,34;3560,26;3269,03
2025-06-01;RES0008;DMND0000279;PF16;T02;3,82;4,27;3505,27;3134,40
2025-07-01;RES0008;DMND0000267;PF10;T02;4,84;4,77;3914,97;3964,99
2025-07-01;RES0008;DMND0000379;PF17;T02;3,91;3,53;2891,13;3202,48
2025-07-01;RES0008;DMND0000279;PF16;T02;4,76;4,72;3873,03;3902,39
2025-08-01;RES0008;DMND0000267;PF10;T02;1,93;1,71;1399,31;1586,23
2025-08-01;RES0008;DMND0000379;PF17;T02;1,85;1,61;1318,99;1515,18
2025-08-01;RES0008;DMND0000279;PF16;T02;1,66;1,71;1398,15;1358,57
2025-09-01;RES0008;DMND0000267;PF10;T02;4,12;3,56;2920,89;3382,37
2025-09-01;RES0008;DMND0000379;PF17;T02;4,81;4,52;3707,35;3947,49
2025-09-01;RES0008;DMND0000279;PF16;T02;4,85;4,18;3429,85;3975,93
2025-10-01;RES0008;DMND0000267;PF10;T02;4,98;4,94;4053,12;4079,69
2025-10-01;RES0008;DMND0000379;PF17;T02;5,56;5,71;4678,71;4562,95
2025-10-01;RES0008;DMND0000279;PF16;T02;4,25;4,65;3810,86;3481,93
2025-11-01;RES0008;DMND0000267;PF10;T02;4,38;4,60;3771,18;3592,63
2025-11-01;RES0008;DMND0000379;PF17;T02;3,39;3,73;3055,42;2779,03
2025-11-01;RES0008;DMND0000279;PF16;T02;3,80;3,42;2806,34;3115,30
2025-12-01;RES0008;DMND0000267;PF10;T02;3,18;3,31;2715,31;2604,95
2025-12-01;RES0008;DMND0000379;PF17;T02;3,21;2,81;2306,85;2630,17
2025-12-01;RES0008;DMND0000279;PF16;T02;3,08;2,78;2278,16;2523,15
2026-01-01;RES0008;DMND0000267;PF10;T02;3,88;3,79;3103,77;3179,22
2026-01-01;RES0008;DMND0000379;PF17;T02;3,74;3,67;3005,30;3063,08
2026-01-01;RES0008;DMND0000279;PF16;T02;4,00;3,29;2701,04;3283,99
2025-01-01;RES0009;DMND0000462;PF14;T11;6,87;6,50;4158,34;4399,83
2025-01-01;RES0009;DMND0000010;PF12;T11;5,88;6,02;3852,88;3764,94
2025-01-01;RES0009;DMND0000482;PF10;T11;5,84;6,40;4096,03;3735,27
2025-02-01;RES0009;DMND0000462;PF14;T11;6,66;6,17;3951,31;4259,97
2025-02-01;RES0009;DMND0000010;PF12;T11;5,96;6,67;4267,40;3815,52
2025-02-01;RES0009;DMND0000482;PF10;T11;5,60;5,61;3587,29;3584,11
2025-03-01;RES0009;DMND0000462;PF14;T11;8,75;7,74;4952,69;5599,02
2025-03-01;RES0009;DMND0000010;PF12;T11;8,80;8,40;5375,15;5629,40
2025-03-01;RES0009;DMND0000482;PF10;T11;7,77;6,43;4116,00;4974,81
2025-04-01;RES0009;DMND0000462;PF14;T11;7,24;7,30;4670,60;4635,82
2025-04-01;RES0009;DMND0000010;PF12;T11;9,22;8,04;5146,22;5903,60
2025-04-01;RES0009;DMND0000482;PF10;T11;7,30;6,61;4229,55;4669,03
2025-05-01;RES0009;DMND0000462;PF14;T11;6,69;6,14;3931,12;4281,92
2025-05-01;RES0009;DMND0000010;PF12;T11;5,71;5,54;3547,30;3652,76
2025-05-01;RES0009;DMND0000482;PF10;T11;5,91;5,42;3467,61;3783,58
2025-06-01;RES0009;DMND0000462;PF14;T11;6,70;6,13;3921,96;4288,59
2025-06-01;RES0009;DMND0000010;PF12;T11;8,13;7,67;4909,55;5204,45
2025-06-01;RES0009;DMND0000482;PF10;T11;6,77;6,55;4193,49;4333,17
2025-07-01;RES0009;DMND0000462;PF14;T11;7,74;6,43;4117,29;4953,95
2025-07-01;RES0009;DMND0000010;PF12;T11;8,06;8,71;5575,81;5161,16
2025-07-01;RES0009;DMND0000482;PF10;T11;6,57;6,00;3840,70;4204,27
2025-08-01;RES0009;DMND0000462;PF14;T11;3,17;3,02;1934,40;2030,63
2025-08-01;RES0009;DMND0000010;PF12;T11;2,92;2,76;1764,18;1866,36
2025-08-01;RES0009;DMND0000482;PF10;T11;2,61;2,61;1671,49;1672,52
2025-09-01;RES0009;DMND0000462;PF14;T11;7,18;7,57;4843,87;4594,66
2025-09-01;RES0009;DMND0000010;PF12;T11;8,66;9,19;5884,78;5540,33
2025-09-01;RES0009;DMND0000482;PF10;T11;7,43;7,77;4971,30;4756,03
2025-10-01;RES0009;DMND0000462;PF14;T11;8,73;9,64;6170,50;5590,07
2025-10-01;RES0009;DMND0000010;PF12;T11;7,31;6,53;4176,98;4676,66
2025-10-01;RES0009;DMND0000482;PF10;T11;8,69;7,27;4652,08;5560,91
2025-11-01;RES0009;DMND0000462;PF14;T11;6,39;6,93;4436,08;4092,54
2025-11-01;RES0009;DMND0000010;PF12;T11;5,65;4,93;3158,28;3618,04
2025-11-01;RES0009;DMND0000482;PF10;T11;6,25;6,62;4235,25;3997,07
