Date;ResID;TribuID;SquadID;SocieteID;TypeRessource;Profil;Present;FTE
2025-04-01;RES0003;T05;T05-S01;SOC01;Externe;ADC;1;0,60
2025-05-01;RES0003;T05;T05-S01;SOC01;Externe;ADC;1;0,60
2025-06-01;RES0003;T05;T05-S01;SOC01;Externe;ADC;1;0,60
2025-07-01;RES0003;T05;T05-S01;SOC01;Externe;ADC;1;0,60
2025-08-01;RES0003;T05;T05-S01;SOC01;Externe;ADC;1;0,60
2025-09-01;RES0003;T05;T05-S01;SOC01;Externe;ADC;1;0,60
2025-10-01;RES0003;T05;T05-S01;SOC01;Externe;ADC;1;0,60
2025-11-01;RES0003;T05;T05-S01;SOC01;Externe;ADC;1;0,60
2025-12-01;RES0003;T05;T05-S01;SOC01;Externe;ADC;1;0,60
2026-01-01;RES0003;T05;T05-S01;SOC01;Externe;ADC;1;0,60
2026-02-01;RES0003;T05;T05-S01;SOC01;Externe;ADC;1;0,60
2026-03-01;RES0003;T05;T05-S01;SOC01;Externe;ADC;1;0,60
2026-04-01;RES0003;T05;T05-S01;SOC01;Externe;ADC;1;0,60
2026-05-01;RES0003;T05;T05-S01;SOC01;Externe;ADC;1;0,60
2026-06-01;RES0003;T05;T05-S01;SOC01;Externe;ADC;1;0,60
2026-07-01;RES0003;T05;T05-S01;SOC01;Externe;ADC;1;0,60
2026-08-01;RES0003;T05;T05-S01;SOC01;Externe;ADC;1;0,60
2026-09-01;RES0003;T05;T05-S01;SOC01;Externe;ADC;1;0,60
2026-10-01;RES0003;T05;T05-S01;SOC01;Externe;ADC;1;0,60
2026-11-01;RES0003;T05;T05-S01;SOC01;Externe;ADC;1;0,60
2026-12-01;RES0003;T05;T05-S01;SOC01;Externe;ADC;1;0,60
2025-01-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2025-02-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2025-03-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2025-04-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2025-05-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2025-06-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2025-07-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2025-08-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2025-09-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2025-10-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2025-11-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2025-12-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2026-01-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2026-02-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2026-03-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2026-04-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2026-05-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2026-06-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2026-07-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2026-08-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2026-09-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2026-10-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2026-11-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2026-12-01;RES0004;T02;T02-S05;SOC02;Externe;ADC;1;0,80
2025-01-01;RES0005;T06;T06-S03;SOC02;Externe;PU;1;1,00
2025-02-01;RES0005;T06;T06-S03;SOC02;Externe;PU;1;1,00
2025-03-01;RES0005;T06;T06-S03;SOC02;Externe;PU;1;1,00
2025-04-01;RES0005;T06;T06-S03;SOC02;Externe;PU;1;1,00
2025-05-01;RES0005;T06;T06-S03;SOC02;Externe;PU;1;1,00
2025-06-01;RES0005;T06;T06-S03;SOC02;Externe;PU;1;1,00
2025-07-01;RES0005;T06;T06-S03;SOC02;Externe;PU;1;1,00
2025-08-01;RES0005;T06;T06-S03;SOC02;Externe;PU;1;1,00
2025-09-01;RES0005;T06;T06-S03;SOC02;Externe;PU;1;1,00
2025-10-01;RES0005;T06;T06-S03;SOC02;Externe;PU;1;1,00
2025-11-01;RES0005;T06;T06-S03;SOC02;Externe;PU;1;1,00
2025-12-01;RES0005;T06;T06-S03;SOC02;Externe;PU;1;1,00
2026-01-01;RES0005;T06;T06-S03;SOC02;Externe;PU;1;1,00
2026-02-01;RES0005;T06;T06-S03;SOC02;Externe;PU;1;1,00
2025-08-01;RES0006;T06;T06-S05;SOC06;Externe;PU;1;1,00
2025-09-01;RES0006;T06;T06-S05;SOC06;Externe;PU;1;1,00
2025-10-01;RES0006;T06;T06-S05;SOC06;Externe;PU;1;1,00
2025-11-01;RES0006;T06;T06-S05;SOC06;Externe;PU;1;1,00
2025-12-01;RES0006;T06;T06-S05;SOC06;Externe;PU;1;1,00
2026-01-01;RES0006;T06;T06-S05;SOC06;Externe;PU;1;1,00
2026-02-01;RES0006;T06;T06-S05;SOC06;Externe;PU;1;1,00
2026-03-01;RES0006;T06;T06-S05;SOC06;Externe;PU;1;1,00
2026-04-01;RES0006;T06;T06-S05;SOC06;Externe;PU;1;1,00
2026-05-01;RES0006;T06;T06-S05;SOC06;Externe;PU;1;1,00
2026-06-01;RES0006;T06;T06-S05;SOC06;Externe;PU;1;1,00
2026-07-01;RES0006;T06;T06-S05;SOC06;Externe;PU;1;1,00
2026-08-01;RES0006;T06;T06-S05;SOC06;Externe;PU;1;1,00
2026-09-01;RES0006;T06;T06-S05;SOC06;Externe;PU;1;1,00
2026-10-01;RES0006;T06;T06-S05;SOC06;Externe;PU;1;1,00
2026-11-01;RES0006;T06;T06-S05;SOC06;Externe;PU;1;1,00
2026-12-01;RES0006;T06;T06-S05;SOC06;Externe;PU;1;1,00
2025-11-01;RES0007;T04;T04-S02;SOC01;Externe;ADC;1;1,00
2025-12-01;RES0007;T04;T04-S02;SOC01;Externe;ADC;1;1,00
2026-01-01;RES0007;T04;T04-S02;SOC01;Externe;ADC;1;1,00
2026-02-01;RES0007;T04;T04-S02;SOC01;Externe;ADC;1;1,00
2026-03-01;RES0007;T04;T04-S02;SOC01;Externe;ADC;1;1,00
2026-04-01;RES0007;T04;T04-S02;SOC01;Externe;ADC;1;1,00
2026-05-01;RES0007;T04;T04-S02;SOC01;Externe;ADC;1;1,00
2026-06-01;RES0007;T04;T04-S02;SOC01;Externe;ADC;1;1,00
2026-07-01;RES0007;T04;T04-S02;SOC01;Externe;ADC;1;1,00
2026-08-01;RES0007;T04;T04-S02;SOC01;Externe;ADC;1;1,00
2026-09-01;RES0007;T04;T04-S02;SOC01;Externe;ADC;1;1,00
2026-10-01;RES0007;T04;T04-S02;SOC01;Externe;ADC;1;1,00
2026-11-01;RES0007;T04;T04-S02;SOC01;Externe;ADC;1;1,00
2026-12-01;RES0007;T04;T04-S02;SOC01;Externe;ADC;1;1,00
2025-01-01;RES0008;T02;T02-S05;SOC01;Externe;ADC;1;0,80
2025-02-01;RES0008;T02;T02-S05;SOC01;Externe;ADC;1;0,80
2025-03-01;RES0008;T02;T02-S05;SOC01;Externe;ADC;1;0,80
2025-04-01;RES0008;T02;T02-S05;SOC01;Externe;ADC;1;0,80
2025-05-01;RES0008;T02;T02-S05;SOC01;Externe;ADC;1;0,80
2025-06-01;RES0008;T02;T02-S05;SOC01;Externe;ADC;1;0,80
2025-07-01;RES0008;T02;T02-S05;SOC01;Externe;ADC;1;0,80
2025-08-01;RES0008;T02;T02-S05;SOC01;Externe;ADC;1;0,80
2025-09-01;RES0008;T02;T02-S05;SOC01;Externe;ADC;1;0,80
2025-10-01;RES0008;T02;T02-S05;SOC01;Externe;ADC;1;0,80
2025-11-01;RES0008;T02;T02-S05;SOC01;Externe;ADC;1;0,80
2025-12-01;RES0008;T02;T02-S05;SOC01;Externe;ADC;1;0,80
2026-01-01;RES0008;T02;T02-S05;SOC01;Externe;ADC;1;0,80
2025-01-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2025-02-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2025-03-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2025-04-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2025-05-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2025-06-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2025-07-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2025-08-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2025-09-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2025-10-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2025-11-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2025-12-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2026-01-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2026-02-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2026-03-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2026-04-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2026-05-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2026-06-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2026-07-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2026-08-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2026-09-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2026-10-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2026-11-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2026-12-01;RES0009;T11;T11-S02;SOC99;Interne;Interne;1;1,00
2025-01-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2025-02-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2025-03-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2025-04-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2025-05-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2025-06-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2025-07-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2025-08-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2025-09-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2025-10-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2025-11-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2025-12-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2026-01-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2026-02-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2026-03-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2026-04-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2026-05-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2026-06-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2026-07-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2026-08-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2026-09-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2026-10-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2026-11-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2026-12-01;RES0010;T04;T04-S05;SOC99;Interne;Interne;1;0,50
2025-01-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2025-02-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2025-03-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2025-04-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2025-05-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2025-06-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2025-07-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2025-08-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2025-09-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2025-10-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2025-11-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2025-12-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2026-01-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2026-02-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2026-03-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2026-04-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2026-05-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2026-06-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2026-07-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2026-08-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2026-09-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2026-10-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2026-11-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2026-12-01;RES0011;T06;T06-S05;SOC99;Interne;Interne;1;0,50
2025-01-01;RES0012;T03;T03-S04;SOC04;Externe;PU;1;1,00
2025-02-01;RES0012;T03;T03-S04;SOC04;Externe;PU;1;1,00
2025-03-01;RES0012;T03;T03-S04;SOC04;Externe;PU;1;1,00
2025-04-01;RES0012;T03;T03-S04;SOC04;Externe;PU;1;1,00
2025-05-01;RES0012;T03;T03-S04;SOC04;Externe;PU;1;1,00
2025-06-01;RES0012;T03;T03-S04;SOC04;Externe;PU;1;1,00
2025-07-01;RES0012;T03;T03-S04;SOC04;Externe;PU;1;1,00
2025-08-01;RES0012;T03;T03-S04;SOC04;Externe;PU;1;1,00
2025-09-01;RES0012;T03;T03-S04;SOC04;Externe;PU;1;1,00
2025-10-01;RES0012;T03;T03-S04;SOC04;Externe;PU;1;1,00
2025-11-01;RES0012;T03;T03-S04;SOC04;Externe;PU;1;1,00
2025-12-01;RES0012;T03;T03-S04;SOC04;Externe;PU;1;1,00
2026-01-01;RES0012;T03;T03-S04;SOC04;Externe;PU;1;1,00
2026-02-01;RES0012;T03;T03-S04;SOC04;Externe;PU;1;1,00
2026-03-01;RES0012;T03;T03-S04;SOC04;Externe;PU;1;1,00
2026-04-01;RES0012;T03;T03-S04;SOC04;Externe;PU;1;1,00
2026-05-01;RES0012;T03;T03-S04;SOC04;Externe;PU;1;1,00
2026-06-01;RES0012;T03;T03-S04;SOC04;Externe;PU;1;1,00
2026-07-01;RES0012;T03;T03-S04;SOC04;Externe;PU;1;1,00
2026-08-01;RES0012;T03;T03-S04;SOC04;Externe;PU;1;1,00
2025-01-01;RES0013;T07;T07-S01;SOC99;Interne;Interne;1;0,80
2025-02-01;RES0013;T07;T07-S01;SOC99;Interne;Interne;1;0,80
2025-03-01;RES0013;T07;T07-S01;SOC99;Interne;Interne;1;0,80
2025-04-01;RES0013;T07;T07-S01;SOC99;Interne;Interne;1;0,80
2025-05-01;RES0013;T07;T07-S01;SOC99;Interne;Interne;1;0,80
2025-06-01;RES0013;T07;T07-S01;SOC99;Interne;Interne;1;0,80
2025-07-01;RES0013;T07;T07-S01;SOC99;Interne;Interne;1;0,80
2025-08-01;RES0013;T07;T07-S01;SOC99;Interne;Interne;1;0,80
2025-09-01;RES0013;T07;T07-S01;SOC99;Interne;Interne;1;0,80
2025-10-01;RES0013;T07;T07-S01;SOC99;Interne;Interne;1;0,80
2025-11-01;RES0013;T07;T07-S01;SOC99;Interne;Interne;1;0,80
2025-12-01;RES0013;T07;T07-S01;SOC99;Interne;Interne;1;0,80
2026-01-01;RES0013;T07;T07-S01;SOC99;Interne;Interne;1;0,80
2026-02-01;RES0013;T07;T07-S01;SOC99;Interne;Interne;1;0,80
2026-03-01;RES0013;T07;T07-S01;SOC99;Interne;Interne;1;0,80
2026-04-01;RES0013;T07;T07-S01;SOC99;Interne;Interne;1;0,80
2026-05-01;RES0013;T07;T07-S01;SOC99;Interne;Interne;1;0,80
2026-06-01;RES0013;T07;T07-S01;SOC99;Interne;Interne;1;0,80
2026-07-01;RES0013;T07;T07-S01;SOC99;Interne;Interne;1;0,80
2026-08-01;RES0013;T07;T07-S01;SOC99;Interne;Interne;1;0,80
2026-09-01;RES0013;T07;T07-S01;SOC99;Interne;Interne;1;0,80
2025-01-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2025-02-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2025-03-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2025-04-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2025-05-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2025-06-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2025-07-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2025-08-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2025-09-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2025-10-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2025-11-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2025-12-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2026-01-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2026-02-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2026-03-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2026-04-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2026-05-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2026-06-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2026-07-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2026-08-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2026-09-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2026-10-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2026-11-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2026-12-01;RES0014;T10;T10-S01;SOC99;Interne;Interne;1;1,00
2026-03-01;RES0015;T03;T03-S01;SOC05;Externe;ADC;1;1,00
2026-04-01;RES0015;T03;T03-S01;SOC05;Externe;ADC;1;1,00
2026-05-01;RES0015;T03;T03-S01;SOC05;Externe;ADC;1;1,00
2026-06-01;RES0015;T03;T03-S01;SOC05;Externe;ADC;1;1,00
2026-07-01;RES0015;T03;T03-S01;SOC05;Externe;ADC;1;1,00
2026-08-01;RES0015;T03;T03-S01;SOC05;Externe;ADC;1;1,00
2026-09-01;RES0015;T03;T03-S01;SOC05;Externe;ADC;1;1,00
2026-10-01;RES0015;T03;T03-S01;SOC05;Externe;ADC;1;1,00
2026-11-01;RES0015;T03;T03-S01;SOC05;Externe;ADC;1;1,00
2026-12-01;RES0015;T03;T03-S01;SOC05;Externe;ADC;1;1,00
2025-01-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2025-02-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2025-03-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2025-04-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2025-05-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2025-06-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2025-07-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2025-08-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2025-09-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2025-10-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2025-11-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2025-12-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2026-01-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2026-02-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2026-03-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2026-04-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2026-05-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2026-06-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2026-07-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2026-08-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2026-09-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2026-10-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2026-11-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2026-12-01;RES0016;T02;T02-S03;SOC03;Externe;ADC;1;1,00
2025-01-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2025-02-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2025-03-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2025-04-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2025-05-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2025-06-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2025-07-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2025-08-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2025-09-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2025-10-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2025-11-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2025-12-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2026-01-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2026-02-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2026-03-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2026-04-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2026-05-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2026-06-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2026-07-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2026-08-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2026-09-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2026-10-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2026-11-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2026-12-01;RES0017;T12;T12-S03;SOC01;Externe;ADC;1;1,00
2025-01-01;RES0018;T12;T12-S02;SOC02;Externe;ADC;1;0,60
2025-02-01;RES0018;T12;T12-S02;SOC02;Externe;ADC;1;0,60
2025-03-01;RES0018;T12;T12-S02;SOC02;Externe;ADC;1;0,60
2025-04-01;RES0018;T12;T12-S02;SOC02;Externe;ADC;1;0,60
2025-05-01;RES0018;T12;T12-S02;SOC02;Externe;ADC;1;0,60
2025-06-01;RES0018;T12;T12-S02;SOC02;Externe;ADC;1;0,60
2025-07-01;RES0018;T12;T12-S02;SOC02;Externe;ADC;1;0,60
2025-08-01;RES0018;T12;T12-S02;SOC02;Externe;ADC;1;0,60
2025-09-01;RES0018;T12;T12-S02;SOC02;Externe;ADC;1;0,60
2025-10-01;RES0018;T12;T12-S02;SOC02;Externe;ADC;1;0,60
2025-11-01;RES0018;T12;T12-S02;SOC02;Externe;ADC;1;0,60
2025-12-01;RES0018;T12;T12-S02;SOC02;Externe;ADC;1;0,60
2026-01-01;RES0018;T12;T12-S02;SOC02;Externe;ADC;1;0,60
2026-02-01;RES0018;T12;T12-S02;SOC02;Externe;ADC;1;0,60
